gene_name,twoD_1,twoD_2,twoD_3,twoD_4,dynamic_1,dynamic_2,dynamic_3,dynamic_4
EIF4A2,3502,2104,3599,2329,2198,2071,2414,3416
LOC112448315,13,4,7,1,15,7,4,5
LOC112448304,5,4,2,2,2,3,3,5
MIR1248-1,2,1,1,3,0,0,0,1
LOC112448336,7,12,5,1,11,4,13,8
KNG1,0,0,1,0,0,0,0,10
LOC132345654,0,0,0,0,0,0,0,0
HRG,0,0,20,4,0,0,6,0
FETUB,100,40,283,57,117,56,91,365
AHSG,2,9,127,6,0,1,60,55
LOC101906884,0,0,8,0,0,0,0,15
DNAJB11,2509,1864,4007,2143,3804,6578,3700,4738
LOC132345655,8,5,16,12,0,1,0,0
TBCCD1,160,187,270,131,359,272,226,225
LOC132345656,0,1,0,0,0,0,0,0
CRYGS,3,0,0,3,0,0,0,0
DGKG,0,0,0,0,0,0,0,0
ETV5,56,201,80,134,129,365,100,218
TRA2B,9548,8110,9456,8767,13777,7438,10145,11705
TRNAE-UUC_2,0,0,0,0,0,0,0,0
IGF2BP2,92,259,78,226,209,165,111,94
SENP2,3514,3233,4083,2655,3692,2538,3128,4440
LIPH,429,167,568,354,1065,3478,1368,618
TMEM41A,2712,2470,2215,2373,3016,1872,2754,2884
MAP3K13,32,175,146,119,243,86,58,102
EHHADH,0,21,0,1,68,0,0,28
LOC132346097,37,208,165,144,12,49,14,11
C1H3orf70,52,37,30,68,50,35,31,49
VPS8,1706,1780,1866,1672,1971,1714,1667,2395
TRNAK-UUU_2,0,0,0,0,0,0,0,0
LOC112448358,0,0,0,0,0,0,0,0
LOC132345658,11,0,3,0,0,0,4,0
LOC132345657,5,0,0,0,0,0,0,0
LOC104970926,0,2,0,0,0,0,20,2
MAGEF1,682,693,450,617,1183,393,1125,728
LOC101907683,0,0,0,0,0,0,0,6
MIR2284Y-3,0,0,0,0,0,0,0,0
TRNAE-UUC_3,0,0,0,0,0,0,0,0
EPHB3,77,24,38,50,131,12,23,28
LOC524771,0,0,0,0,0,0,0,0
CHRD,14,24,2,39,41,13,50,25
THPO,0,0,2,0,0,11,23,18
POLR2H,1402,1353,1766,1285,2780,1407,2247,1614
CLCN2,380,806,695,744,1616,493,739,418
FAM131A,98,112,108,59,353,91,121,172
EIF4G1,5168,4318,4836,3424,6057,3752,2372,6093
LOC112448329,0,0,0,0,0,0,0,0
PSMD2,15476,18022,17724,16148,24809,20731,23440,18031
ECE2,670,522,541,581,1089,928,697,419
CAMK2N2,92,91,86,96,341,165,128,78
ALG3,1252,1446,1468,1129,2896,1895,1951,2270
VWA5B2,0,82,3,8,22,1,25,71
MIR1224,0,0,0,0,0,0,0,0
ABCF3,5969,5794,6027,5985,6518,3624,6065,5834
LOC101907353,24,8,11,20,7,22,12,25
AP2M1,30935,31169,33512,30686,50810,37247,37570,28724
DVL3,293,113,550,138,64,53,48,323
EIF2B5,2959,3057,4221,2802,4460,3134,3546,3822
LOC616094,0,0,0,0,0,0,0,0
HTR3C,0,0,0,0,0,0,0,0
LOC532114,0,0,0,0,0,0,0,24
ABCC5,3779,2542,4231,2736,5002,2421,3233,4188
LOC504858,2,1,8,3,3,6,4,7
PARL,3505,4152,4166,4352,7530,4384,5229,4644
MAP6D1,118,51,89,56,155,69,83,67
YEATS2,677,465,901,547,290,903,430,896
KLHL24,1291,834,529,968,885,671,669,737
LOC104970931,0,0,0,0,0,0,0,0
KLHL6,0,0,0,1,0,23,0,0
LOC112448305,0,0,0,0,0,0,7,0
LOC112448334,0,0,0,0,0,0,0,0
LOC112448306,2,0,0,0,0,0,0,0
MCF2L2,24,14,31,6,0,31,36,7
B3GNT5,287,334,446,240,133,859,243,383
LAMP3,37,0,10,0,0,20,0,65
MCCC1,1877,1712,1464,2165,1849,1437,1379,1916
DCUN1D1,1229,949,867,683,692,1037,666,932
ATP11B,2158,1320,1427,1062,1421,4105,1475,2358
TRNAS-GGA_4,0,0,0,0,0,0,0,0
TRNAC-ACA_4,0,0,0,0,0,0,0,0
TRNAR-UCU,0,0,0,0,0,0,0,0
LOC104970937,5,0,0,0,0,0,0,1
LOC132345661,0,0,0,0,0,0,0,2
LOC100849009,0,0,0,9,0,0,0,16
SOX2,150,158,126,138,261,51,177,218
LOC132345662,0,0,9,0,0,0,0,15
LOC104970940,0,0,0,0,1,0,1,0
TRNAG-GCC,0,0,0,0,0,0,0,0
LOC132345660,0,0,0,0,0,0,0,0
DNAJC19,1445,1362,1405,1225,1882,1062,1637,1872
FXR1,4229,5515,4369,4830,4404,4172,3488,6660
TRNAC-ACA_5,0,0,0,0,0,0,0,0
CCDC39,10,25,1,0,0,0,2,0
TTC14,996,1206,876,1075,913,1566,1180,1392
PEX5L,0,47,65,32,0,3,91,155
LOC112447548,0,0,0,0,0,0,0,0
TRNAC-ACA_6,0,0,0,0,0,0,0,0
USP13,1,7,23,0,2,0,6,17
NDUFB5,3708,4264,3053,4199,4938,2710,3795,3609
MRPL47,2061,2517,1998,2237,2847,1244,1834,2383
ACTL6A,3231,2501,4334,2035,3516,4188,3724,3939
GNB4,635,767,1199,654,705,2629,686,1152
MFN1,1551,2243,1750,2207,2068,1962,1938,2586
ZNF639,410,521,331,270,137,203,142,414
KCNMB3,0,0,9,0,6,0,8,0
PIK3CA,810,927,1336,831,477,487,542,969
LOC112448316,0,0,0,0,0,0,3,0
ZMAT3,137,179,166,92,158,503,277,231
LOC132345663,0,0,0,0,0,0,0,0
LOC112447549,0,0,0,0,0,0,0,0
TRNAG-UCC_3,0,0,0,0,0,0,0,0
KCNMB2,0,0,0,0,0,0,0,0
LOC112447626,0,0,0,0,0,0,0,0
LOC132345669,0,5,4,2,0,0,1,0
LOC132342096,7,9,25,7,10,3,6,24
LOC100298789,1,0,7,0,1,3,3,0
LOC132345671,0,0,0,0,0,0,0,0
LOC112446999,69,2,12,15,1,0,0,123
LOC112448298,0,0,0,0,0,0,0,0
LOC104970947,0,0,0,0,0,0,0,0
LOC104970949,0,0,0,0,0,0,0,0
TRNAY-GUA_1,0,0,0,0,0,0,0,0
TBL1XR1,527,843,839,709,822,617,538,877
LOC132345676,0,1,0,2,0,0,0,0
TRNAW-CCA_6,0,0,0,0,0,0,0,0
LOC132346269,0,0,0,0,0,0,0,0
LOC112448382,0,0,0,0,0,0,0,0
NAALADL2,0,5,0,0,0,68,0,6
LOC112448332,0,0,0,0,0,0,0,0
LOC616200,281,464,1019,361,841,861,755,1011
LOC112448319,0,0,0,0,0,0,0,0
NLGN1,0,0,0,0,0,0,0,0
LOC132345688,0,9,0,0,0,0,0,0
SPATA16,73,80,80,11,52,115,30,124
LOC781410,0,0,0,0,0,0,0,0
LOC112447725,0,1,0,0,0,202,0,0
ECT2,2815,2979,2433,2879,3504,2375,2871,3152
NCEH1,395,267,119,198,217,225,464,401
TNFSF10,4,0,24,0,0,43,0,46
GHSR,27,0,18,5,1,82,13,13
LOC101905019,41,7,96,9,0,18,9,67
TRNAC-ACA_7,0,0,0,0,0,0,0,0
FNDC3B,650,597,712,607,981,802,575,932
LOC112447728,3,0,0,0,0,9,0,16
LOC132345697,0,0,0,0,0,0,0,0
LOC132345694,40,21,19,6,0,12,0,51
TMEM212,0,0,0,0,0,0,0,0
LOC132345699,0,0,0,0,0,0,0,0
PLD1,205,121,31,148,10,33,1,90
LOC132345702,0,0,0,0,0,0,0,0
LOC101905533,4,1,0,0,0,0,0,5
TNIK,708,2242,1173,692,1197,673,1948,2014
TMSB4,22,19,49,20,14,22,23,45
SLC2A2,0,0,0,0,0,0,0,0
EIF5A2,303,236,233,106,59,252,100,277
LOC132345715,0,4,7,2,0,0,0,13
RPL22L1,1697,2418,1459,2018,1693,2263,1220,1611
SLC7A14,0,0,0,0,19,0,17,0
LOC132345716,0,0,0,0,0,0,0,0
CLDN11,0,0,0,0,0,0,0,0
SKIL,119,320,218,249,121,86,111,344
PRKCI,5280,5791,5782,4421,6129,2858,3306,6019
TRNAK-CUU,0,0,0,0,0,0,0,0
PHC3,156,170,118,56,353,165,204,288
GPR160,78,55,186,43,111,135,138,161
LOC112448328,0,0,0,0,0,0,0,0
SEC62,1596,1710,1527,1520,2679,2446,1982,1795
SAMD7,0,0,0,0,0,0,0,0
LRRC31,0,0,1,0,0,0,0,0
LRRIQ4,0,0,0,0,0,7,0,0
TRNAY-GUA_2,0,0,0,0,0,0,0,0
LRRC34,0,0,0,0,7,2,0,0
MYNN,1149,945,949,866,1663,907,923,1374
ACTRT3,125,21,45,31,41,46,32,139
TRNAV-AAC,0,0,0,0,0,0,0,0
TERC,15,20,25,19,17,11,12,8
LOC112448275,0,0,0,0,0,0,0,0
LOC107132196,0,0,0,0,0,0,0,0
MECOM,1,55,130,0,0,57,0,64
LOC104970974,0,0,10,0,0,0,0,0
LOC112447000,0,0,0,0,0,0,0,0
EGFEM1,0,0,4,0,0,0,0,1
MIR551B,0,0,0,0,0,0,0,0
LOC132345742,0,0,0,0,0,0,0,0
GOLIM4,112,89,153,166,195,204,51,325
LOC104970976,0,0,0,0,0,0,0,0
LRRC77,0,0,0,0,0,0,0,0
SERPINI1,87,68,60,67,3,369,78,115
PDCD10,3846,4393,3471,3541,3415,4208,3210,3889
WDR49,2,0,0,0,2,0,0,5
SERPINI2,0,0,0,0,0,0,0,0
ZBBX,18,52,54,3,1,108,8,92
LOC132345755,0,0,0,0,0,0,0,0
LOC112448365,0,0,0,0,0,0,0,0
BCHE,85,72,106,93,185,40,116,260
SLITRK3,15,7,0,0,0,0,0,0
SI,0,0,0,0,0,0,0,0
LOC112448289,0,0,0,0,0,0,0,0
TRNAC-ACA_8,0,0,0,0,0,0,0,0
TRNAS-GGA_5,0,0,0,0,0,0,0,0
LOC785220,28,4,31,1,3,0,2,22
TRNAW-CCA_7,0,0,0,0,0,0,0,0
OTOL1,0,1,0,0,0,0,0,0
SPTSSB,0,0,0,16,0,4,0,0
LOC539747,0,0,1,0,1,0,2,1
NMD3,1773,2171,1407,1398,1248,2436,1956,2082
B3GALNT1,485,385,356,187,217,788,325,333
PPM1L,270,156,328,229,265,308,534,737
ARL14,0,0,0,0,0,11,14,10
KPNA4,650,782,722,495,627,911,530,990
LOC112448335,5,12,0,4,0,13,8,9
TRIM59,170,124,129,121,148,87,91,178
SMC4,2966,3018,2239,2526,2120,1722,1509,2755
MIR16B,0,0,0,0,0,0,0,0
MIR15B,0,0,0,0,0,0,0,0
IFT80,80,164,38,73,115,55,209,235
C1H3orf80,0,0,0,1,6,0,0,0
LOC511229,973,749,307,861,623,45,575,487
IL12A,0,0,0,0,0,0,0,0
TRNAW-CCA_8,0,0,0,0,0,0,0,0
SCHIP1,84,146,150,46,154,57,52,196
TRNAE-UUC_4,0,0,0,0,0,0,0,0
LOC112448347,1,0,0,0,0,1,0,0
LOC112447733,3,0,0,0,0,2,0,0
IQCJ,0,3,10,0,0,6,12,0
TRNAC-GCA_6,0,0,0,0,0,0,0,0
LOC101901911,0,0,0,0,0,0,0,0
MFSD1,1942,1780,2595,1470,2651,2246,2829,2658
LOC132345769,7,0,5,0,5,3,0,3
RARRES1,244,109,383,81,216,350,155,476
LOC132345767,0,0,0,0,0,0,0,0
GFM1,3133,3478,1976,3689,3713,2882,4314,2914
LXN,12,68,72,27,83,117,66,59
MLF1,13,21,49,11,5,7,12,28
RSRC1,634,836,971,890,1406,1387,1182,840
LOC132345777,3,3,14,7,3,7,6,4
SHOX2,0,5,0,1,0,2,1,0
VEPH1,27,13,18,12,0,63,16,100
PTX3,0,0,0,2,0,2,0,0
LOC112448363,0,0,0,0,0,0,0,0
LOC112448279,0,0,0,0,0,0,0,0
CCNL1,2270,2406,2118,1859,1886,2389,1850,1999
LOC112447734,0,0,0,0,0,0,0,0
LEKR1,0,2,0,1,0,1,4,6
TRNAW-CCA_9,0,0,0,0,0,0,0,0
LOC101902535,35,32,47,20,0,5,14,38
TIPARP,1640,2325,2196,2209,3584,2220,2486,2674
TRNAQ-CUG,0,2,0,0,0,0,0,0
SSR3,5840,6837,7392,6847,11174,8107,9172,7781
KCNAB1,6,5,2,3,0,1,0,0
LOC112447735,12,0,7,0,0,0,0,0
TRNAE-UUC_5,0,0,0,0,0,0,0,0
LOC107132205,0,0,0,0,0,0,10,2
LOC112447736,0,0,0,0,0,0,0,0
LOC132345804,0,0,0,0,0,0,0,0
GMPS,3209,4559,6428,4964,6099,8967,5541,4677
LOC132345801,1,0,1,0,0,3,10,7
LOC112447738,16,1,7,14,0,0,9,71
SLC33A1,962,1092,848,955,1273,1484,1180,1098
C1H3orf33,220,137,267,194,202,183,219,180
PLCH1,12,18,158,0,0,16,0,145
TRNAC-ACA_9,0,0,0,0,0,0,0,0
TRNAG-GCC_1,0,0,0,0,0,0,0,0
LOC112447740,0,0,0,0,0,0,0,0
LOC100847501,3,0,2,0,14,12,0,12
STRIT1,5,0,9,5,8,3,0,7
LOC112448311,0,0,0,0,0,0,0,0
MME,1243,904,460,913,816,285,600,611
TRNAK-UUU_3,0,0,0,0,0,0,0,0
TRNAC-GCA_7,0,0,0,0,0,0,0,0
GPR149,0,0,0,0,0,0,0,0
DHX36,2375,3038,2497,2561,3127,2376,2438,2977
ARHGEF26,986,820,1097,1025,1136,250,498,1029
TRNAG-CCC_2,0,0,0,0,0,0,0,0
LOC100299503,9,4,13,12,5,80,7,10
RAP2B,480,588,1026,353,300,132,71,507
LOC112448278,0,0,0,0,0,0,0,0
P2RY1,22,27,122,10,0,4,0,50
LOC112447742,0,0,0,0,0,0,0,0
MBNL1,121,96,126,47,88,108,131,207
LOC132345819,0,0,0,0,3,0,0,0
LOC132345821,0,0,0,0,0,0,0,0
MIR1246,0,0,0,0,0,0,0,0
SUCNR1,0,0,0,0,0,0,0,0
AADAC,0,0,0,0,0,0,0,0
LOC782258,0,0,0,0,0,0,0,0
LOC528748,0,0,0,0,0,0,0,0
LOC523130,0,0,2,0,0,0,0,0
IGSF10,154,31,45,38,45,13,31,142
MED12L,223,193,314,286,123,116,133,381
P2RY12,0,0,0,0,0,0,0,0
P2RY13,5,0,1,0,0,0,0,9
GPR87,0,9,3,0,0,0,0,0
P2RY14,12,21,24,0,0,0,0,0
GPR171,14,15,22,10,8,0,4,22
CLRN1,0,0,0,0,0,0,0,0
MINDY4B,0,0,0,0,0,0,0,0
SIAH2,50,43,107,46,22,25,22,86
TRNAR-CCU_1,0,0,0,0,0,0,0,0
ERICH6,0,0,0,0,0,0,0,0
SELENOT,4265,3840,3653,3230,5433,3498,4536,4589
EIF2A,2404,2618,2326,2306,3196,2256,2716,2713
LOC112448318,0,0,0,1,0,0,0,3
SERP1,1972,1499,2622,1610,2144,3057,1511,3243
TSC22D2,242,250,339,119,120,117,52,255
LOC104971004,0,0,18,0,0,0,0,2
LOC101905340,67,32,7,16,17,25,10,44
PFN2,480,600,1434,547,286,1333,1456,1265
RNF13,2464,2130,2447,1966,2453,2414,2283,3114
LOC132345841,57,27,85,24,0,31,44,26
ANKUB1,0,0,0,0,0,0,0,0
COMMD2,911,1013,1091,954,1395,1113,1230,1175
TRNAW-CCA_10,0,0,0,0,0,0,0,0
WWTR1,4579,3649,5013,3330,4379,3225,2245,5529
TM4SF4,0,0,0,0,0,11,0,0
LOC132346270,0,0,0,0,0,0,0,0
TM4SF1,108,190,822,50,32,1311,1,608
TM4SF18,10,3,0,0,0,0,0,0
CPHL1,10,2,0,9,0,0,0,79
TRNAS-AGA,0,0,0,0,0,1,0,0
CP,5,8,8,0,9,10,18,3
TRNAG-CCC_3,0,0,0,0,0,0,0,0
HPS3,804,1065,840,781,831,847,990,922
HLTF,1801,2442,1570,1775,1900,1166,2283,2487
GYG1,739,522,1212,400,580,831,641,651
CPA3,0,0,0,0,0,0,0,0
CPB1,126,0,47,0,0,15,0,0
AGTR1,0,1,16,0,0,0,0,0
LOC104968807,22,13,14,13,19,6,18,10
LOC132345847,0,0,2,0,0,17,0,3
LOC112448310,0,0,0,0,0,0,0,0
LOC100295922,10,10,10,4,3,1,16,11
LOC786256,0,0,0,0,9,1,1,1
TRNAH-GUG,0,0,0,0,0,0,4,0
TRNAC-ACA_10,0,0,0,0,0,0,0,0
ZIC4,0,0,0,1,0,0,0,0
ZIC1,0,0,0,0,0,0,0,0
LOC132346271,0,0,0,0,0,0,0,0
LOC132346272,0,0,0,0,0,0,0,0
LOC112448342,0,0,0,0,0,0,0,0
PLSCR5,0,0,0,0,0,0,0,0
LOC107132207,10,14,84,10,11,39,19,22
PLSCR2,1288,1646,1808,914,851,3953,1898,1633
PLSCR1,0,0,0,0,0,0,0,0
PLSCR4,393,542,450,360,1064,644,628,705
PLOD2,40,139,105,79,0,145,46,191
LOC112448367,0,0,0,0,0,0,0,0
DIPK2A,1639,1574,1123,1506,2561,1268,1354,2159
LOC132345853,5,12,16,35,0,7,5,10
LOC100847509,621,385,601,320,602,302,337,535
LOC101906694,0,7,0,0,0,0,0,0
SLC9A9,49,86,24,163,49,5,36,95
TRNAK-UUU_4,0,0,0,0,0,0,0,0
LOC112447746,0,0,0,0,0,0,0,0
CHST2,67,23,61,10,11,28,14,21
U2SURP,3804,5669,3734,4320,4488,4262,4486,3679
TRNAS-GGA_6,0,0,0,0,0,0,0,0
PAQR9,0,0,0,6,0,0,0,0
LOC783224,9,7,5,5,12,2,1,0
PCOLCE2,0,0,0,0,0,0,0,0
TRPC1,46,12,40,25,11,1,5,6
PLS1,8283,12694,13856,10679,13758,32395,14881,11973
LOC100847999,8,1,11,5,3,16,8,6
TRNAG-UCC_4,0,0,0,0,0,0,0,0
ATR,682,571,503,699,853,667,729,944
XRN1,718,704,703,771,531,736,698,1264
GK5,546,400,661,461,912,1147,626,529
TFDP2,4082,3579,3881,4512,6643,3759,4614,4285
LOC511302,0,2,0,0,1,1,0,0
ATP1B3,43671,52526,46631,47522,82875,67668,63780,54522
GRK7,13,0,9,0,0,0,1,1
RNF7,995,981,957,754,1040,526,1175,1088
LRRC78,1,6,30,1,0,0,33,21
LOC112448294,0,0,0,0,0,0,0,0
RASA2,953,1147,1231,900,648,2953,958,1586
MIR2285CF,0,0,0,0,0,0,0,0
ZBTB38,124,233,204,183,189,188,50,83
LOC104971030,0,0,5,0,0,0,0,0
LOC132345893,7,0,9,0,25,0,3,0
LOC132345892,0,0,15,0,1,4,0,0
PXYLP1,735,1199,926,1137,1611,448,487,849
SPSB4,456,373,624,431,653,218,239,467
LOC112447002,0,0,0,0,0,0,0,0
LOC132346121,0,0,0,0,0,0,0,0
SLC25A36,1528,1312,1264,924,953,1631,821,1945
TRIM42,0,0,0,1,0,0,0,0
CLSTN2,1,9,43,0,34,4,7,200
LOC101907823,0,0,7,0,0,0,0,0
TRNAG-UCC_5,0,0,0,0,0,0,0,0
LOC112448327,0,0,0,0,0,0,0,0
RBP1,142,33,153,21,183,39,19,244
RBP2,0,0,0,0,0,0,0,0
LOC112448321,0,0,0,0,0,0,0,0
COPB2,6030,6552,5872,5337,8364,8833,8428,6820
MRPS22,2477,2161,2403,2395,3369,2147,2750,2655
TRNAE-UUC_6,0,0,0,0,0,0,0,0
TRNAG-CCC_4,0,0,0,0,0,0,0,0
LOC112447798,3,0,8,0,0,16,5,7
PRR23B,0,7,13,6,5,0,0,20
LOC616673,5,0,0,0,0,0,33,49
LOC783600,0,0,42,3,0,0,9,13
LOC616710,2,17,25,6,0,9,40,3
LOC132345894,0,0,0,0,0,25,0,34
FOXL2,0,0,0,0,0,0,0,0
TRNAW-CCA_11,0,0,3,0,0,5,0,0
PIK3CB,6919,6654,9776,5410,7606,11618,5224,11160
LOC132345896,21,8,33,20,3,73,19,10
FAIM,72,71,133,44,53,83,42,161
CEP70,1022,613,429,882,358,632,969,649
ESYT3,739,729,1185,678,1674,465,524,682
TRNAG-CCC_5,0,0,0,0,0,0,0,0
MRAS,494,608,751,508,833,206,576,570
NME9,0,3,0,0,0,7,0,0
ARMC8,1099,1029,1245,799,1286,832,1359,813
LOC132345897,0,0,0,0,3,0,0,0
DBR1,1158,1286,1745,1010,1789,1519,1752,2015
A4GNT,0,0,0,0,0,0,0,0
DZIP1L,83,51,193,29,108,127,38,55
TRNAW-CCA_12,0,0,0,0,0,0,0,0
CLDN18,0,1,0,0,0,19,0,17
LOC107132214,5,1,3,0,0,0,0,7
SOX14,0,0,0,0,0,0,0,0
TRNAG-CCC_6,0,0,0,0,0,0,0,0
LOC132346274,0,0,0,0,0,0,0,0
LOC112448286,0,0,0,0,0,0,0,0
IL20RB,63,80,219,51,77,257,185,77
NCK1,942,808,1042,1039,1194,2705,1257,1109
LOC100847791,17,12,18,9,0,13,58,0
SLC35G2,20,47,107,4,53,389,50,60
LOC112447834,0,0,0,0,0,0,0,0
STAG1,1366,1044,1337,1045,1203,1334,1644,1981
LOC101905125,1,0,2,0,0,0,0,2
PCCB,5507,6149,4154,6119,10730,4952,9015,5719
MSL2,1313,982,1240,760,822,1065,497,1359
PPP2R3A,24,15,29,5,76,223,8,10
LOC132345898,48,32,34,4,33,57,17,65
LOC132346275,0,0,0,0,0,0,0,0
LOC112448276,0,0,0,0,0,0,0,0
LOC132345899,0,0,0,0,0,0,0,0
EPHB1,0,0,11,5,0,6,4,0
TRNAW-CCA_13,0,0,0,0,0,0,0,0
LOC132345900,0,0,4,0,0,0,0,0
KY,0,0,0,0,0,0,0,0
LOC132345902,0,0,0,0,0,0,0,0
CEP63,394,342,509,155,227,576,432,598
ANAPC13,554,319,639,367,455,444,532,552
AMOTL2,1393,1753,1856,1198,2064,1747,2120,2751
RYK,280,148,376,144,303,226,111,264
SLCO2A1,38,38,21,22,41,167,76,88
RAB6B,0,10,23,1,0,26,12,17
TRNAR-ACG,0,0,0,0,0,0,0,0
TF,0,0,18,0,0,0,0,0
INHCA,0,8,18,0,0,83,0,97
TOPBP1,3635,3328,3708,3450,2798,2978,2476,5047
CDV3,1628,1137,1659,950,970,566,404,1238
LOC112448307,0,0,0,0,0,0,0,0
BFSP2,0,0,4,0,0,0,0,0
TMEM108,29,65,16,52,1,9,71,162
LOC101902787,17,7,351,149,280,5,432,345
NPHP3,75,56,4,25,120,21,52,78
UBA5,1758,1604,1671,1955,796,2813,1517,1757
ACAD11,547,590,525,246,508,1257,583,664
ACKR4,3,8,0,7,0,0,14,2
DNAJC13,2709,2210,2972,1992,3686,3753,2626,3284
LOC132345904,4,5,1,13,0,0,5,5
ACP3,3,0,171,20,0,338,70,311
TRNAC-ACA_11,0,0,0,0,0,0,0,0
CPNE4,8,15,21,25,6,67,106,12
TRNAS-GCU,0,0,0,0,0,0,0,0
MIR2288,0,0,0,0,0,0,0,0
MRPL3,2621,2845,2855,2852,3819,2224,3311,3929
LOC104971058,2,8,10,2,9,8,10,7
NUDT16,787,420,1493,534,1132,993,1114,657
NEK11,38,1,12,0,46,56,30,8
LOC112448300,0,0,0,0,0,0,0,0
ASTE1,416,367,310,490,729,495,501,359
ATP2C1,1043,1551,1621,1354,1780,1522,1309,2448
PSMG1,3658,3088,4452,4291,6344,5655,6275,4647
BRWD1,1212,1416,2323,1244,1766,2115,1340,1870
HMGN1,3234,7042,4360,5286,6696,5711,4594,4007
LOC132345905,31,85,59,31,25,12,71,26
LOC534913,728,651,638,899,1323,2287,934,1494
LOC132345906,28,39,47,34,34,6,17,95
GET1,1113,1007,880,796,1068,946,680,1171
LCA5L,0,0,0,0,0,0,0,0
LOC112448323,0,0,0,0,0,0,0,0
LOC112448325,0,0,0,0,0,0,0,0
SH3BGR,20,62,148,31,0,43,33,215
LOC112448348,0,0,0,0,0,0,0,0
B3GALT5,145,141,664,53,11,1088,648,267
IGSF5,848,372,835,562,1138,1126,1292,1115
PCP4,0,3,0,0,0,0,0,2
DSCAM,20,1,0,0,0,0,0,0
LOC112448379,0,0,0,0,0,0,0,0
TRNAF-GAA_1,0,0,0,0,0,0,0,0
LOC112448000,0,7,0,0,0,0,11,0
BACE2,0,18,4,0,0,0,0,4
TRNAG-UCC_6,0,0,0,0,0,0,0,0
LOC132345913,0,0,0,0,0,0,0,14
FAM3B,7,8,0,5,0,19,0,0
LOC101907799,0,0,0,0,0,0,0,0
MX2,0,0,20,0,0,15,20,33
MX1,73,20,283,0,2,4040,1,232
TMPRSS2,0,21,2,54,0,289,26,8
LOC783811,0,0,0,0,0,0,0,0
LOC782628,0,0,0,0,0,0,0,0
LOC132345914,0,0,0,0,0,0,0,0
RIPK4,513,424,950,315,641,1549,880,716
PRDM15,194,180,266,202,139,176,129,236
C2CD2,507,589,465,301,622,449,218,831
ZBTB21,164,117,157,87,186,77,76,129
UMODL1,0,0,0,0,0,0,0,0
LOC132345916,0,0,0,0,0,0,0,0
ABCG1,30,0,0,0,0,0,30,15
LOC112448002,0,0,0,0,0,0,0,0
TFF3,0,2,26,0,0,5,5,39
TFF2,0,0,0,0,0,0,0,0
TFF1,0,0,0,0,0,0,0,0
TMPRSS3,0,0,0,0,0,0,0,0
UBASH3A,25,0,0,0,0,0,0,5
RSPH1,9,6,7,2,0,0,5,19
SLC37A1,490,362,752,287,898,994,850,710
LOC101905728,0,0,0,0,0,0,0,0
PDE9A,10,81,42,26,287,15,84,52
WDR4,1034,1157,1543,1040,1886,1220,1126,1488
NDUFV3,5635,7028,6381,6312,10104,6056,8118,5724
LOC132345932,21,56,42,16,16,14,66,43
PKNOX1,903,1140,1317,945,739,1356,1008,2061
CBS,1051,1959,837,1082,1475,1191,1101,873
U2AF1,3428,3642,4048,3080,4848,3547,3958,4688
CRYAA,0,0,0,0,0,0,0,0
LOC112448267,0,0,0,0,0,0,0,0
SIK1,1266,1177,2655,1022,1754,1591,1564,3123
HSF2BP,326,392,756,381,444,285,329,730
RRP1B,3039,2839,3305,2964,2606,2860,2678,4505
PDXK,38279,33088,56419,36335,44436,29375,16626,45276
LOC514170,3684,2049,4327,1653,2235,1377,801,3793
LOC512805,17497,10099,17893,10434,19622,29279,11443,13892
RRP1,3131,2069,2642,1778,2346,1718,1843,2983
AGPAT3,382,615,314,557,790,1079,550,697
TRAPPC10,908,911,880,544,934,286,277,817
PWP2,1557,1645,1374,1963,2770,961,2070,1717
LOC132345944,5,1,1,1,2,0,1,5
GATD3,1461,1841,1306,1823,2102,995,749,1749
ICOSLG,2508,2660,1938,1495,2852,887,1782,5131
DNMT3L,0,3,0,0,0,0,0,13
AIRE,0,0,7,0,0,0,0,6
PFKL,4257,4324,6942,3435,5425,10852,6528,5900
CFAP410,791,937,1292,666,1293,1054,899,883
TRPM2,0,0,2,0,0,0,0,8
LRRC3,21,70,43,2,39,29,37,79
TSPEAR,4,135,82,71,75,105,166,61
KRTAP10-11,0,1,1,0,0,0,0,0
LOC112448006,0,0,0,0,0,0,0,0
KRTAP10-2,0,3,3,0,0,0,0,0
LOC100300014,0,0,0,0,0,0,0,0
LOC783329,0,0,2,0,0,0,0,0
LOC783535,0,0,1,0,0,0,0,0
LOC780781,0,0,0,0,0,0,0,0
LOC100299102,0,0,0,0,0,0,0,0
KRTAP10-8,0,0,0,0,0,0,0,0
LOC616413,0,0,0,0,0,0,0,0
KRTAP12-2,0,0,0,0,0,0,0,0
LOC112448007,0,0,0,0,0,0,0,0
LOC100336639,0,0,0,0,0,0,0,0
LOC617218,0,0,0,0,0,0,0,0
UBE2G2,3095,2341,3605,2090,3429,3324,3467,3591
SUMO3,3758,3389,6147,3120,5435,3187,4929,5169
PTTG1IP,7710,9918,12688,9079,9605,18938,11078,9343
ITGB2,0,12,81,0,0,23,44,73
SLX9,1220,798,1087,772,918,757,1016,879
LOC132345971,6,14,2,1,0,0,2,0
LOC132345975,0,0,2,0,0,0,0,0
LOC101906512,0,0,0,7,0,0,0,0
ADARB1,18,20,37,2,25,40,22,15
POFUT2,1757,2101,1984,1857,2099,2138,2406,3264
LOC112448009,0,0,0,0,0,0,0,0
LOC101907800,0,0,0,19,9,0,29,1
