gene_id,gene_name,gene_length,twoD_1,twoD_2,twoD_3,twoD_4,dynamic_2,dynamic_3,dynamic_4,dynamic_5,static_1,static_2,static_4,static_5
ENSBTAG00000002942,SLC2A10,3922,0,2,1,0,0,38,1,11,4,0,0,0
ENSBTAG00000042101,RF00026,104,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000013336,EYA2,2326,320,495,264,157,172,192,255,141,218,156,387,535
ENSBTAG00000013114,ZMYND8,6077,6833,3843,1504,2842,3078,2917,2787,3143,2886,3906,3072,2242
ENSBTAG00000044512,RF00600,147,0,0,0,0,3,0,0,0,0,5,0,0
ENSBTAG00000055280,RF00026,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000007489,NCOA3,5251,18,84,30,39,42,11,70,46,53,41,85,77
ENSBTAG00000007490,SULF2,5053,83,102,111,158,22,62,43,47,66,55,67,70
ENSBTAG00000043724,RF00100,282,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000051667,NA,2497,0,0,0,10,0,0,0,0,0,0,0,0
ENSBTAG00000015609,PREX1,6141,323,563,90,19,273,196,577,349,200,301,145,229
ENSBTAG00000007120,ARFGEF2,9030,1113,929,492,601,852,1197,1318,1173,898,1214,959,651
ENSBTAG00000003760,NA,453,32,454,344,51,456,365,170,230,29,362,289,724
ENSBTAG00000005957,CSE1L,3689,2403,1388,1270,1580,1143,1664,1672,1626,2919,1897,1954,1287
ENSBTAG00000000241,STAU1,3152,4379,2808,1790,2421,2514,2479,3950,3577,2940,2398,2623,1920
ENSBTAG00000051252,NA,1344,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000006671,DDX27,2522,270,491,151,60,288,750,431,215,202,329,162,349
ENSBTAG00000020166,ZNFX1,7004,112,120,49,80,101,712,121,151,50,74,98,75
ENSBTAG00000051151,NA,2109,89,98,133,258,208,1848,63,338,82,77,169,165
ENSBTAG00000051017,RF02215,210,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000042099,RF00581,92,0,0,0,0,0,8,0,0,0,0,0,0
ENSBTAG00000052648,RF02216,92,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000043036,RF00581,91,0,0,0,0,0,12,0,0,0,0,0,0
ENSBTAG00000043350,RF00581,92,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000027320,KCNB1,3747,0,2,0,2,0,2,1,0,1,5,10,2
ENSBTAG00000017537,PTGIS,2648,11,9,14,0,2,121,1,0,0,8,3,18
ENSBTAG00000053443,RUM1,2465,0,0,2,0,0,0,3,3,0,10,0,0
ENSBTAG00000012626,B4GALT5,3934,714,1281,596,229,603,942,1009,1025,982,1061,1614,1286
ENSBTAG00000008969,SLC9A8,2833,2,11,33,2,14,34,19,1,8,7,53,13
ENSBTAG00000018063,SPATA2,3869,230,158,74,157,163,223,232,274,189,236,148,111
ENSBTAG00000027317,RNF114,2461,4750,7332,5513,6460,6269,4054,8785,6589,7237,6444,5955,5452
ENSBTAG00000044591,RF00156,131,0,0,0,0,0,0,0,1,0,0,0,0
ENSBTAG00000014554,SNAI1,2553,21,69,76,7,75,64,83,77,7,34,49,116
ENSBTAG00000027316,UBE2V1,2185,5284,5951,2073,2528,2763,4884,1991,2627,4256,4712,5006,6123
ENSBTAG00000010135,TMEM189,1817,587,2416,280,121,833,516,524,560,312,644,463,1953
ENSBTAG00000049867,NA,231,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000051972,CEBPB,1047,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000054220,NA,1138,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000048499,NA,1005,0,0,0,0,0,0,1,0,0,0,0,0
ENSBTAG00000006616,PTPN1,1790,533,772,171,181,297,670,404,319,216,358,351,458
ENSBTAG00000012297,RIPOR3,3616,0,2,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000021601,PARD6B,1505,430,301,38,44,150,471,300,262,99,320,198,212
ENSBTAG00000038929,BCAS4,1573,624,514,1159,527,614,348,398,253,330,85,569,541
ENSBTAG00000000340,ADNP,5768,189,151,114,223,188,1137,105,335,280,141,154,93
ENSBTAG00000052697,bta-mir-6527,95,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000007721,DPM1,1030,12447,5994,10055,9754,9151,4027,7584,7108,12929,6073,10274,8804
ENSBTAG00000049509,MOCS3,1188,2,53,42,20,25,44,43,41,17,22,36,57
ENSBTAG00000043709,RF00100,327,4,27,32,57,11,11,27,22,20,19,19,13
ENSBTAG00000003398,KCNG1,2202,12,17,9,20,13,1,5,0,28,5,0,9
ENSBTAG00000049099,NA,1840,2,7,13,0,14,4,0,0,14,7,13,4
ENSBTAG00000018270,NFATC2,3252,94,259,54,74,118,88,137,106,37,127,97,122
ENSBTAG00000007962,ATP9A,5066,17,80,36,94,13,3,27,19,28,15,54,45
ENSBTAG00000003101,SALL4,3380,3594,4382,1423,1339,2468,1642,3315,1957,1620,2205,2207,2284
ENSBTAG00000053699,NA,1316,9228,19384,16957,7140,13993,8324,6806,6210,10185,5061,11343,15617
ENSBTAG00000001512,ZFP64,2777,38,67,55,46,71,153,53,54,56,61,21,78
ENSBTAG00000007917,TSHZ2,3159,0,0,0,0,11,0,0,0,0,0,0,1
ENSBTAG00000042191,RF00494,80,3,6,18,0,2,0,6,3,7,5,7,1
ENSBTAG00000053770,RF00493,72,0,0,2,0,3,0,0,2,0,0,1,0
ENSBTAG00000030556,ZNF217,3732,19,23,15,4,4,3,14,11,8,14,2,24
ENSBTAG00000049350,NA,1198,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000000835,BCAS1,3722,55,20,18,96,27,60,0,39,22,9,123,65
ENSBTAG00000002765,CYP24A1,1344,0,0,1,0,14,0,0,0,0,0,0,0
ENSBTAG00000052392,NA,1745,0,0,0,0,0,6,0,0,0,0,0,0
ENSBTAG00000008812,PFDN4,847,7125,2183,6435,6979,4668,4574,4239,4985,5592,3496,7086,3357
ENSBTAG00000047975,DOK5,1758,41,19,13,0,4,39,5,4,0,4,16,16
ENSBTAG00000017524,CBLN4,2207,122,35,32,93,25,8,60,100,167,89,93,48
ENSBTAG00000037684,NA,903,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000052287,RF00026,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000046435,NA,942,0,0,0,0,5,0,0,0,0,0,0,0
ENSBTAG00000053454,NA,864,0,0,0,0,0,0,0,0,0,1,0,0
ENSBTAG00000054022,ZNF250,2167,20,7,12,8,8,44,2,6,1,4,20,25
ENSBTAG00000016203,ZNF16,2110,0,49,89,59,20,64,77,4,10,3,26,33
ENSBTAG00000000879,C14H8orf33,1248,17,13,18,24,31,64,0,59,32,7,21,20
ENSBTAG00000012353,ZNF34,1632,116,158,361,618,76,153,147,132,277,50,177,127
ENSBTAG00000026327,RPL8,1193,888,2815,1951,1015,3099,10769,1122,1978,1625,831,1386,3944
ENSBTAG00000018456,ZNF7,2593,2,20,22,30,0,4,15,0,3,6,17,22
ENSBTAG00000018455,COMMD5,1202,6,17,9,0,17,88,2,34,0,8,0,31
ENSBTAG00000007186,ARHGAP39,3673,0,7,5,0,4,0,4,8,0,8,0,6
ENSBTAG00000045478,bta-mir-2308,69,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000046031,C14H8orf82,1838,7,31,16,31,10,18,4,17,4,2,0,10
ENSBTAG00000004970,LRRC24,3461,0,5,0,5,5,61,0,5,0,3,0,4
ENSBTAG00000004969,LRRC14,2106,4,1,6,0,9,62,0,0,12,0,0,11
ENSBTAG00000010276,RECQL4,3893,1,3,6,0,0,0,2,0,1,0,0,3
ENSBTAG00000007838,MFSD3,1536,6,20,20,33,15,26,19,6,18,1,4,16
ENSBTAG00000007835,GPT,2463,0,0,0,0,19,83,0,0,8,0,0,20
ENSBTAG00000007834,PPP1R16A,2503,0,4,5,1,0,14,4,6,3,0,0,0
ENSBTAG00000004761,FOXH1,1168,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000007753,KIFC2,3303,1,0,0,2,7,16,1,4,1,0,6,12
ENSBTAG00000035254,CYHR1,2184,13,240,153,60,68,190,15,30,9,31,99,95
ENSBTAG00000007749,TONSL,4211,17,62,31,2,32,22,21,2,8,32,25,26
ENSBTAG00000026320,VPS28,1209,134,1014,509,162,498,924,251,319,222,177,487,1086
ENSBTAG00000053637,NA,1806,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000046026,SLC39A4,2609,0,7,4,0,11,7,6,2,7,10,3,18
ENSBTAG00000008355,CPSF1,4710,46,114,4,29,48,39,43,39,4,24,12,32
ENSBTAG00000011064,ADCK5,2811,2,27,9,47,23,38,13,18,2,13,4,13
ENSBTAG00000000857,SLC52A2,2236,68,317,156,125,251,183,238,230,86,105,102,210
ENSBTAG00000000856,FBXL6,1717,16,74,46,22,97,21,76,64,11,92,44,143
ENSBTAG00000035158,TMEM249,717,13,55,9,3,15,1,17,24,4,3,15,57
ENSBTAG00000050112,SCRT1,3698,3,3,3,13,2,0,0,1,0,0,0,0
ENSBTAG00000026356,DGAT1,2134,82,119,85,85,81,56,55,59,44,31,48,98
ENSBTAG00000020751,HSF1,3416,23,50,29,58,29,72,3,34,8,24,17,57
ENSBTAG00000009811,BOP1,3141,5,10,15,75,16,35,12,6,5,5,1,1
ENSBTAG00000009816,SCX,612,0,0,0,0,0,0,0,0,0,0,0,1
ENSBTAG00000014458,MROH1,5076,0,5,7,0,31,1,4,0,0,0,2,2
ENSBTAG00000054104,bta-mir-1839,72,0,0,0,0,0,0,0,0,0,1,0,0
ENSBTAG00000044406,RF00426,123,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000039978,NA,1122,0,0,0,0,0,0,0,0,0,1,0,0
ENSBTAG00000039705,HGH1,2535,85,75,52,14,91,163,85,55,42,126,28,58
ENSBTAG00000000658,WDR97,2059,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000012242,MAF1,1750,93,308,114,263,247,437,94,157,96,43,74,367
ENSBTAG00000051469,NA,516,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000012235,SHARPIN,2090,13,25,44,20,43,52,10,3,12,7,18,9
ENSBTAG00000012232,CYC1,1214,0,110,136,49,119,389,24,96,22,21,29,168
ENSBTAG00000014610,GPAA1,1952,5,97,29,28,31,177,11,40,22,1,12,60
ENSBTAG00000014607,EXOSC4,839,393,515,617,850,296,1026,41,122,327,60,257,745
ENSBTAG00000017281,OPLAH,4303,0,3,6,2,3,2,0,1,0,3,2,16
ENSBTAG00000015040,NA,1548,0,0,0,0,16,0,0,0,0,0,0,0
ENSBTAG00000026350,SPATC1,1248,0,0,0,0,0,0,0,0,0,0,0,2
ENSBTAG00000000312,GRINA,2515,69,203,43,28,111,317,51,109,26,18,31,90
ENSBTAG00000009677,PARP10,3345,10,0,0,0,4,41,0,11,0,0,0,2
ENSBTAG00000011922,PLEC,18554,3,9,8,0,5,34,14,7,2,2,3,4
ENSBTAG00000044263,bta-mir-2309,75,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000045727,EPPK1,10350,0,1,1,0,7,6,4,12,0,1,0,0
ENSBTAG00000008079,NRBP2,3938,9,0,5,0,1,1,2,13,0,12,0,2
ENSBTAG00000037493,PUF60,3075,251,368,360,238,177,442,118,132,186,195,195,229
ENSBTAG00000008421,SCRIB,4812,11,50,30,9,75,104,65,42,3,22,19,34
ENSBTAG00000048486,IQANK1,2514,0,0,1,0,0,2,0,0,0,5,0,6
ENSBTAG00000038682,FAM83H,6484,9,41,10,36,11,57,5,39,5,12,23,8
ENSBTAG00000019864,MAPK15,2521,0,24,10,0,1,0,2,7,1,2,1,10
ENSBTAG00000040360,CCDC166,1681,0,6,2,10,0,1,0,0,0,0,0,2
ENSBTAG00000045791,ZNF623,1485,0,5,4,0,1,0,3,0,5,2,1,4
ENSBTAG00000052590,bta-mir-193a-2,53,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000052472,NA,1911,8,2,3,8,1,43,0,2,0,0,5,3
ENSBTAG00000034691,TSTA3,1756,15,68,19,10,23,173,10,34,3,0,15,40
ENSBTAG00000016810,PYCR3,1331,100,1359,177,94,483,603,208,250,62,126,525,1331
ENSBTAG00000048160,TIGD5,1932,1,0,1,0,0,0,0,0,0,0,0,0
ENSBTAG00000014643,EEF1D,2351,127,311,369,366,368,2156,181,483,112,131,76,365
ENSBTAG00000014642,NAPRT,2698,0,1,0,0,0,0,0,3,0,0,0,0
ENSBTAG00000034613,MROH6,2136,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000021474,GSDMD,2882,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000021472,ZC3H3,2671,0,8,3,0,11,1,0,1,1,1,1,7
ENSBTAG00000026344,MAFA,1056,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000002104,RHPN1,2640,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000053896,TOP1MT,1662,18,10,36,13,1,1,4,0,3,3,5,1
ENSBTAG00000049014,ZNF696,4941,0,6,5,0,17,46,5,0,0,12,0,12
ENSBTAG00000003606,GLI4,1568,7,15,8,24,21,4,1,10,3,4,10,28
ENSBTAG00000054117,NA,546,0,1,0,2,6,1,0,0,0,0,0,3
ENSBTAG00000049125,NA,1498,0,1,0,0,0,1,0,0,0,0,0,0
ENSBTAG00000011939,LY6H,1668,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049400,NA,953,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000017040,LY6E,1194,0,32,6,5,26,209,3,2,1,3,16,51
ENSBTAG00000004596,NA,1380,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000004595,GML,748,56,95,57,22,36,3,12,6,3,6,31,22
ENSBTAG00000054126,CYP11B1,4109,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000054483,NA,795,1,3,20,4,5,0,0,1,5,0,8,9
ENSBTAG00000037824,NA,1374,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000050161,NA,1610,37,44,176,44,18,5,26,14,18,17,3,53
ENSBTAG00000034498,LY6D,1777,0,0,0,0,0,15,0,0,0,0,0,2
ENSBTAG00000005762,LYNX1,1995,0,0,0,0,0,0,0,0,5,0,0,3
ENSBTAG00000016210,LYPD2,1308,0,0,9,10,0,0,0,0,0,0,0,1
ENSBTAG00000016209,SLURP1,454,0,0,7,0,0,5,0,0,1,0,0,0
ENSBTAG00000005063,THEM6,2121,1,24,14,2,2,7,3,0,0,1,5,6
ENSBTAG00000047022,PSCA,372,0,2,4,0,0,0,0,0,0,0,0,1
ENSBTAG00000055204,JRK,1587,0,0,0,0,0,0,0,0,0,2,0,0
ENSBTAG00000021639,ARC,2069,0,0,0,0,0,11,0,0,0,0,4,0
ENSBTAG00000026340,NA,2904,0,0,0,0,0,1,0,0,0,0,0,0
ENSBTAG00000006385,ADGRB1,5306,0,0,0,0,1,4,1,0,0,0,0,0
ENSBTAG00000009974,TSNARE1,4573,0,19,16,8,3,5,4,2,6,0,1,8
ENSBTAG00000049276,NA,1615,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000048964,NA,1464,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000046739,NA,1188,27,5,44,50,15,18,0,0,6,3,16,10
ENSBTAG00000046467,PTP4A3,2039,2,23,7,0,3,2,12,8,2,2,11,12
ENSBTAG00000050186,NA,459,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000015985,GPR20,1086,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000008597,SLC45A4,3920,70,61,67,13,31,87,125,175,25,26,16,44
ENSBTAG00000006132,DENND3,6693,103,190,150,276,125,211,158,127,43,134,71,117
ENSBTAG00000051587,NA,757,0,0,3,0,0,0,0,0,0,0,0,0
ENSBTAG00000009578,PTK2,5829,126,191,259,412,224,507,195,271,247,202,160,137
ENSBTAG00000029865,NA,94,0,0,0,0,0,0,0,2,0,0,0,0
ENSBTAG00000001579,AGO2,2841,117,334,84,35,211,444,109,94,93,180,141,185
ENSBTAG00000020226,CHRAC1,1118,19019,7657,10300,12549,9890,6446,6307,7223,14953,5257,15963,9476
ENSBTAG00000013955,TRAPPC9,4310,32,146,120,39,132,53,100,90,54,29,134,143
ENSBTAG00000045371,RF00001,128,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000053968,bta-mir-12027,58,0,0,1,0,5,0,1,2,0,0,0,0
ENSBTAG00000047488,KCNK9,1512,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000048592,RF00026,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000018218,FAM135B,5485,0,15,2,0,8,2,16,0,3,2,11,4
ENSBTAG00000045100,RF00402,124,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000002181,KHDRBS3,2169,1455,441,270,341,530,485,505,621,599,424,329,365
ENSBTAG00000052897,NA,1777,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049181,NA,1629,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000029987,bta-mir-30d,70,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000029972,bta-mir-30b,88,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000053478,NA,2879,13,25,40,32,37,81,40,26,19,46,26,28
ENSBTAG00000017731,ZFAT,3945,12,41,9,18,8,15,36,18,1,3,31,29
ENSBTAG00000001156,ST3GAL1,1886,0,1,0,8,0,126,0,1,0,0,2,4
ENSBTAG00000000711,NDRG1,3263,151,65,16,35,179,1368,28,659,196,37,67,135
ENSBTAG00000000707,CCN4,3321,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000007823,TG,9104,48,41,84,100,21,75,15,22,57,44,122,65
ENSBTAG00000007828,SLA,2890,0,0,2,0,0,0,0,0,0,0,0,0
ENSBTAG00000006869,PHF20L1,3698,400,590,197,312,482,1540,78,341,476,160,262,625
ENSBTAG00000017138,TMEM71,1834,0,18,6,114,16,273,0,37,40,0,0,81
ENSBTAG00000010548,LRRC6,1783,32,127,80,88,83,259,68,84,139,106,262,116
ENSBTAG00000020667,KCNQ3,2798,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000034196,HHLA1,1548,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000007736,NA,2388,0,2,6,0,0,37,0,7,0,2,0,2
ENSBTAG00000047834,EFR3A,5434,1044,356,327,296,457,786,406,635,481,578,459,436
ENSBTAG00000052596,NA,602,1,3,10,8,12,3,0,0,0,0,12,8
ENSBTAG00000003838,NA,729,2,1,0,1,0,1,0,0,0,2,0,2
ENSBTAG00000014600,ADCY8,3844,28,4,8,0,6,1,5,17,0,0,12,6
ENSBTAG00000003185,ASAP1,8692,3596,816,1029,1738,1766,1281,1668,1741,2598,2121,1351,755
ENSBTAG00000036942,RF00001,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000020801,FAM49B,3259,1388,381,622,956,896,1650,1300,1327,1707,1610,904,400
ENSBTAG00000052291,NA,1404,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000017478,GSDMC,3583,18,81,326,194,20,71,23,6,0,25,65,34
ENSBTAG00000050216,NA,339,0,0,0,0,0,0,0,0,0,0,0,1
ENSBTAG00000052752,NA,524,142,134,121,67,49,84,52,78,70,58,102,124
ENSBTAG00000051356,NA,1074,0,1,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000052059,NA,3794,9,0,0,25,4,58,1,12,4,7,3,2
ENSBTAG00000050166,RF02169,113,0,0,0,0,2,0,0,0,0,0,0,0
ENSBTAG00000050236,RF02168,132,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000052765,RF02167,179,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000050793,RF02166,87,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000055195,NA,1363,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000054118,RF02165,184,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049835,NA,988,0,0,0,0,1,0,0,0,0,0,0,0
ENSBTAG00000050179,RF02164,201,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000008409,MYC,2681,25,4,0,15,12,817,10,67,10,13,18,7
ENSBTAG00000052622,NA,951,0,0,0,0,0,63,4,6,0,0,0,0
ENSBTAG00000050469,NA,624,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049356,NA,1152,0,0,1,0,0,2,3,2,18,0,0,2
ENSBTAG00000026172,FAM84B,4564,54,13,7,15,16,57,16,23,2,40,14,16
ENSBTAG00000044438,RF00001,28,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000042082,RF00026,100,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000051221,NA,1173,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000023179,TRIB1,3486,1325,693,1060,1767,1401,1488,1481,1484,1563,1515,1074,796
ENSBTAG00000009394,NSMCE2,1705,2944,1094,1424,1068,1298,876,877,756,2458,630,1745,1475
ENSBTAG00000010275,WASHC5,4302,421,166,88,144,178,537,101,156,178,210,137,117
ENSBTAG00000005498,SQLE,3031,157,66,44,76,134,907,153,613,235,175,90,80
ENSBTAG00000009072,ZNF572,4565,104,55,116,311,44,405,71,53,118,87,66,42
ENSBTAG00000029569,RF00001,122,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000020407,MTSS1,6153,4534,2225,1420,2131,2214,2709,2974,3035,3185,4302,1830,1568
ENSBTAG00000020405,NDUFB9,880,534,942,2104,2075,925,3741,237,761,890,395,522,1417
ENSBTAG00000033446,TATDN1,1019,1009,438,788,841,657,681,425,540,1142,491,784,646
ENSBTAG00000020399,RNF139,2323,133,93,361,1330,213,413,228,318,388,251,196,118
ENSBTAG00000020398,TRMT12,1893,85,184,120,285,65,231,109,78,158,90,116,106
ENSBTAG00000010813,NA,387,3,8,0,0,1,6,5,10,1,9,7,9
ENSBTAG00000022114,TMEM65,711,6,7,8,10,12,15,31,29,11,32,1,4
ENSBTAG00000013537,FER1L6,6395,0,6,45,0,4,1,9,39,38,30,16,8
ENSBTAG00000048373,NA,945,0,0,5,0,0,0,0,0,0,0,0,1
ENSBTAG00000005025,FAM91A1,2802,96,44,47,18,18,64,55,58,204,82,67,43
ENSBTAG00000048822,ANXA13,1940,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000005585,ANXA13,978,0,0,20,0,0,0,1,0,0,0,0,0
ENSBTAG00000016754,KLHL38,3843,0,6,2,0,2,1,1,0,1,3,0,3
ENSBTAG00000044213,RF00100,289,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049478,NA,2158,95,444,107,35,75,139,103,14,33,10,529,512
ENSBTAG00000016194,FBXO32,1492,2153,3099,904,946,1334,1886,2034,1461,1001,1139,3418,2987
ENSBTAG00000009916,WDYHV1,1567,2192,3101,911,586,1915,3687,2729,2755,1579,3103,2058,1940
ENSBTAG00000051782,ATAD2,1338,1223,1223,221,174,317,425,241,211,891,378,1402,1003
ENSBTAG00000002002,ATAD2,4588,1491,260,420,1387,357,673,443,772,1246,944,614,284
ENSBTAG00000015334,ZHX1,4628,121,52,49,310,97,479,54,111,229,161,149,64
ENSBTAG00000015319,C14H8orf76,2772,2099,1475,1833,2561,771,1795,775,747,1983,1450,1747,1216
ENSBTAG00000005877,FAM83A,3889,0,4,24,5,2,1,7,9,0,1,6,5
ENSBTAG00000021156,TBC1D31,4497,3740,1023,1124,1709,777,1185,1112,1441,2747,1338,1609,1049
ENSBTAG00000020693,DERL1,2640,2723,2656,1404,2158,1846,3584,2970,2793,2367,3893,2195,2086
ENSBTAG00000026309,ZHX2,3996,115,90,45,38,62,60,96,122,75,121,77,50
ENSBTAG00000049059,NA,2719,32,53,171,119,39,23,21,20,29,37,58,57
ENSBTAG00000044730,RF00026,114,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000019892,HAS2,4840,3784,1339,1565,2329,1578,3950,1732,3228,3724,2596,2073,1215
ENSBTAG00000009474,NA,1150,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000054983,NA,627,57,111,202,84,127,70,81,64,52,69,106,173
ENSBTAG00000040351,NA,873,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000046307,CEBPD,1595,13,29,10,15,56,535,24,199,2,7,9,18
ENSBTAG00000044106,SPIDR,4012,627,556,412,543,297,365,429,377,554,132,1000,566
ENSBTAG00000017016,H3F3C,921,118,25,40,78,31,46,112,82,77,52,70,26
ENSBTAG00000017019,PRKDC,13274,375,379,333,444,315,220,502,280,368,410,431,248
ENSBTAG00000017021,MCM4,3667,5434,4633,3831,2488,4582,2389,5247,4405,4584,3195,3775,2935
ENSBTAG00000023218,UBE2V2,1851,5320,2276,3497,6296,2210,4088,2399,1565,6633,2138,5684,2470
ENSBTAG00000055270,NA,819,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000050177,NA,723,33,31,54,73,126,578,21,85,92,31,27,201
ENSBTAG00000008693,EFCAB1,1914,0,0,0,15,0,0,0,0,0,0,0,0
ENSBTAG00000051547,NA,675,0,2,0,0,0,0,0,0,0,0,0,1
ENSBTAG00000013227,SNAI2,1988,38,94,20,73,71,2101,12,293,106,11,39,222
ENSBTAG00000038286,PPDPFL,2360,0,0,0,0,0,3,0,0,0,0,0,0
ENSBTAG00000027760,NA,1008,0,0,2,0,1,0,0,0,0,0,0,1
ENSBTAG00000054303,NA,1080,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000002448,SNTG1,2326,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000050544,NA,3800,0,0,0,0,0,0,1,0,0,0,0,0
ENSBTAG00000044404,RF00004,138,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000050040,RF00026,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000043686,RF00100,277,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000017492,PCMTD1,3596,1978,628,622,756,570,962,697,1233,1486,1254,1097,512
ENSBTAG00000005560,ST18,3789,13,6,7,0,9,34,4,5,8,0,26,24
ENSBTAG00000048814,NA,651,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000000878,RB1CC1,6054,4714,1157,1590,2734,1617,2417,2226,2960,2915,2251,1833,1042
ENSBTAG00000052853,RF00026,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000016159,NPBWR1,996,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000000914,OPRK1,4244,0,0,0,0,0,0,0,4,0,1,1,5
ENSBTAG00000003450,ATP6V1H,2831,502,578,378,521,512,1265,1102,883,858,558,718,516
ENSBTAG00000054835,NA,189,2,1,0,2,2,1,0,1,1,2,0,3
ENSBTAG00000003454,RGS20,2690,0,4,2,1,0,10,11,0,3,5,29,2
ENSBTAG00000003460,TCEA1,2603,9199,5511,3656,4420,3835,4105,3228,3660,6191,3540,6094,6133
ENSBTAG00000004243,LYPLA1,1241,47,45,18,119,62,321,2,25,9,13,16,33
ENSBTAG00000001174,MRPL15,2364,1428,1693,1670,1930,1310,2259,2339,2040,1633,1772,2775,1952
ENSBTAG00000055199,NA,927,0,0,1,0,0,0,0,0,0,0,0,0
ENSBTAG00000052277,NA,204,4,3,11,26,4,10,3,8,5,3,4,0
ENSBTAG00000005748,SOX17,1946,0,0,1,7,1,0,0,0,0,3,8,1
ENSBTAG00000011203,RP1,6318,0,0,0,0,0,0,0,0,0,0,0,0
